,College Name,Choice Code :,Course Name :,GOPEN,GSC,GNTB,GOBC,LOPEN,LST,LOBC,EWS,GST,GNTA,LSC,GNTC,LNTA,PWD-O,LNTC,LNTD,DEF-O,LNTB,GNTD,MI,PWDR-SC,PWDR-OBC,DEFR-OBC
1482,"6304 Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli (Un-Aided)",630424210,Computer Science and Engineering,79.09,70.31,69.20,73.14,82.17,,75.71,80.69,,,72.23,,,,,,,,,,,,
1483,"6304 Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli (Un-Aided)",630437210,Electronics and Telecommunication Engg,73.56,,,64.23,71.76,,69.60,76.35,,,,,,,,,,,,,,,
1484,"6304 Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli (Un-Aided)",630461210,Mechanical Engineering,57.59,,,,,,,,,,,,,,,,,,,,,,
1485,"6304 Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli (Un-Aided)",630492110,Artificial Intelligence and Machine Learning,72.74,68.29,,68.74,72.34,,64.17,74.11,,,67.43,,,,,,,,69.49,,,,
1486,"6304 Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli (Un-Aided)",630492610,Electrical and Computer Engineering,68.17,,,,65.06,,,72.74,,,,,,,,,,,,,,,
1487,"6305 S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara (Un-Aided)",630519110,Civil Engineering,73.37,,,,,,,,,,,,,,,,,,,,,,
1488,"6305 S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara (Un-Aided)",630524210,Computer Science and Engineering,77.20,73.09,,74.67,82.75,,72.06,78.86,,75.43,73.37,,,,,,,,73.60,,,,
1489,"6305 S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara (Un-Aided)",630524610,Information Technology,76.13,75.81,69.94,71.69,77.20,,74.19,77.71,,,71.37,,,,,,,,,,,,
1490,"6305 S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara (Un-Aided)",630537210,Electronics and Telecommunication Engg,51.06,,,,65.27,,,67.47,,,,,,,,,,,,,,,
1491,"6305 S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara (Un-Aided)",630561210,Mechanical Engineering,57.85,,,,,,,,,,,,,,,,,,,,,,
1492,"6307 Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli (Un-Aided)",630719110,Civil Engineering,57.21,,,,66.79,,,,,,,,,,,,,,,,,,
1493,"6307 Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli (Un-Aided)",630724510,Computer Engineering,84.40,81.63,,83.31,84.86,,83.54,85.66,,76.97,,80.06,,,,,,,,,,,
1494,"6307 Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli (Un-Aided)",630724610,Information Technology,84.19,81.50,,83.38,84.19,,,84.34,,,80.46,,,,,,,,83.20,,,,
1495,"6307 Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli (Un-Aided)",630737210,Electronics and Telecommunication Engg,87.71,79.89,78.94,78.18,80.71,,78.86,81.15,,,73.66,,,,,,,,,,,,
1496,"6307 Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli (Un-Aided)",630760210,Automobile Engineering,69.30,68.76,63.89,,,,,66.32,,67.30,,,,,,,,,,,,,
1497,"6307 Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli (Un-Aided)",630761210,Mechanical Engineering,61.44,50.09,,,56.24,,,73.90,,,,,,,,,,,,,,,
1498,"6308 Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North) (Un-Aided)",630819110,Civil Engineering,62.73,,,,64.63,,,79.74,,,,,,,,,,,,,,,
1499,"6308 Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North) (Un-Aided)",630824510,Computer Engineering,84.53,81.88,,82.40,84.69,,83.63,84.74,,,76.46,,,,,,,,,,,,
1500,"6308 Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North) (Un-Aided)",630837210,Electronics and Telecommunication Engg,78.88,75.00,,76.35,80.24,,79.71,75.82,,75.00,,77.31,,,,,,,,,,,
1501,"6308 Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North) (Un-Aided)",630861210,Mechanical Engineering,66.05,64.62,,56.54,64.06,,,65.44,,,,,,,,,,,,,,,
1502,"6310 Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune (Un-Aided)",631024510,Computer Engineering,88.17,83.71,83.50,87.49,88.07,,87.43,88.34,71.13,,83.35,,,,,,,,,,,,
1503,"6310 Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune (Un-Aided)",631024610,Information Technology,88.17,,,86.80,87.89,,87.31,87.07,,84.17,,,,,,,,,,,,,
1504,"6310 Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune (Un-Aided)",631037210,Electronics and Telecommunication Engg,83.94,82.53,,82.76,,,,84.18,,,,,81.47,,,,,,75.56,,,,
1505,"6310 Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune (Un-Aided)",631061210,Mechanical Engineering,78.06,70.58,,73.54,79.23,,,69.37,,,,,,,,,,,,,,,
1506,"6311 Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi (Un-Aided)",631124510,Computer Engineering,85.68,83.54,,85.09,86.06,,85.26,86.11,,77.20,,,,,80.97,,,,,,,,
1507,"6311 Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi (Un-Aided)",631124610,Information Technology,85.66,82.40,,85.03,86.13,,,86.51,,77.11,,,,,80.67,,,,,,,,
1508,"6311 Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi (Un-Aided)",631129310,Electrical Engineering,83.61,76.64,,81.67,83.11,,79.28,83.72,,,75.94,80.33,,,,,,,,,,,
1509,"6311 Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi (Un-Aided)",631137210,Electronics and Telecommunication Engg,80.23,78.18,,79.94,80.26,,79.82,81.83,,,74.12,,,,,,,,,,,,
1510,"6311 Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi (Un-Aided)",631161210,Mechanical Engineering,53.00,,,,61.82,,,60.77,,,,,,,,,,,,,,,
1511,"6313 Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali (Un-Aided)",631319110,Civil Engineering,55.42,,,,,,,66.21,,,,,,,,,,,,,,,
1512,"6313 Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali (Un-Aided)",631324510,Computer Engineering,78.34,74.13,68.86,75.88,78.80,,68.13,79.19,,75.14,70.46,76.29,,,,,,,,,,,
1513,"6313 Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali (Un-Aided)",631329310,Electrical Engineering,69.50,54.97,67.93,67.61,70.22,,,73.44,,65.83,,63.56,,,,,,61.39,,,,,
1514,"6313 Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali (Un-Aided)",631337210,Electronics and Telecommunication Engg,71.26,67.18,70.00,,77.47,,,77.53,,67.24,,,,,,,,,,,,,
1515,"6313 Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali (Un-Aided)",631361210,Mechanical Engineering,58.41,,,,67.18,,,65.23,,,,,,,,,,,,,,,
1516,"6315 Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala (Un-Aided)",631519110,Civil Engineering,70.63,62.74,,63.88,67.09,,,66.16,,,,,,,,,,,,,,,
1517,"6315 Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala (Un-Aided)",631524210,Computer Science and Engineering,80.51,73.60,77.49,75.49,80.74,,74.34,80.91,,,73.37,75.49,,,,,,,,,,,
1518,"6315 Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala (Un-Aided)",631529310,Electrical Engineering,76.94,69.25,68.17,71.47,79.28,,61.00,81.39,68.38,69.17,72.61,,,,,,,,,,,,
1519,"6315 Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala (Un-Aided)",631561210,Mechanical Engineering,75.65,67.95,,69.37,63.50,,,64.75,,71.70,,73.03,,,,,,,,,,,
1520,"6317 Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji) (Un-Aided Autonomous)",631719110,Civil Engineering,65.63,,,,72.53,,,75.74,,,,,,,,,,,,,,,
1521,"6317 Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji) (Un-Aided Autonomous)",631724210,Computer Science and Engineering,84.30,74.97,,81.87,88.44,,83.77,86.06,,76.51,,78.17,,,,,,,,,,,
1522,"6317 Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji) (Un-Aided Autonomous)",631729310,Electrical Engineering,84.67,77.78,,76.89,84.83,,79.11,86.83,,,79.17,79.89,71.17,,,,,,,,,,
1523,"6317 Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji) (Un-Aided Autonomous)",631761210,Mechanical Engineering,75.13,66.87,,67.23,72.97,,,79.23,,,,72.10,,,,,,,,,,,
1524,"6317 Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji) (Un-Aided Autonomous)",631762410,Mechatronics Engineering,82.56,,,72.22,76.67,,,75.20,,74.97,,,,,,,,,,,,,
1525,"6317 Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji) (Un-Aided Autonomous)",631784410,Electronics and Computer Engineering,81.12,73.18,79.59,77.71,87.24,,75.28,80.94,,,78.41,,,,76.63,,,,,,,,
1526,"6317 Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji) (Un-Aided Autonomous)",631791610,Automation and Robotics,75.93,74.97,72.59,60.71,73.26,,70.63,76.00,,,,75.44,,,,,,,,,,,
1527,"6317 Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji) (Un-Aided Autonomous)",631799510,Artificial Intelligence and Data Science,82.63,76.23,81.49,81.14,83.50,,81.83,83.76,,,,,,,,,,,,,,,
1528,"6318 Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi (Un-Aided)",631824210,Computer Science and Engineering,79.79,65.49,,75.44,79.66,,,,,,72.80,,,,,,,,,,,,
1529,"6318 Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi (Un-Aided)",631829310,Electrical Engineering,78.94,71.33,,71.69,83.66,,72.79,69.82,,77.06,82.94,78.00,,,,,,78.67,,,,,
1530,"6318 Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi (Un-Aided)",631861210,Mechanical Engineering,81.95,73.65,78.46,61.06,77.46,,,67.03,,,,,,,,,,,74.41,,,,
1531,"6319 Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur (Un-Aided)",631919110,Civil Engineering,56.26,,,,69.74,,,,,,,,,,,,,,,,,,
1532,"6319 Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur (Un-Aided)",631924510,Computer Engineering,81.00,76.19,,80.40,83.94,,80.97,81.09,,71.26,75.94,,,,80.33,,,,,,,,
1533,"6319 Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur (Un-Aided)",631926310,Artificial Intelligence (AI) and Data Science,79.29,74.97,,78.29,78.80,,,79.71,,,73.71,74.97,,,,,,,,,,,
1534,"6319 Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur (Un-Aided)",631929310,Electrical Engineering,75.22,71.61,73.72,67.28,73.11,,67.60,79.78,,,68.88,,,,72.33,,,,,,,,
1535,"6319 Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur (Un-Aided)",631937210,Electronics and Telecommunication Engg,76.44,73.65,,74.17,77.00,,71.59,76.69,,,,,,,,,,,,,,,
1536,"6319 Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur (Un-Aided)",631961210,Mechanical Engineering,71.84,68.44,,63.82,74.97,,,78.36,,,,,,,,,,,,,,,
1537,"6320 K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli (Un-Aided)",632019110,Civil Engineering,,,,,,,,77.06,,,,,,,,,,,,,,,
1538,"6320 K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli (Un-Aided)",632024510,Computer Engineering,83.54,80.23,,82.69,83.43,,82.87,83.54,,,,79.53,,,,,,,,,,,
1539,"6320 K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli (Un-Aided)",632029310,Electrical Engineering,73.39,69.61,71.49,66.67,73.61,,61.33,74.17,,,66.67,71.06,,,,,,,71.06,,,,
1540,"6320 K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli (Un-Aided)",632037210,Electronics and Telecommunication Engg,79.35,75.12,,76.85,77.16,,,79.18,,,,75.00,,,,,,,,,,,
1541,"6320 K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli (Un-Aided)",632061210,Mechanical Engineering,57.12,,,,72.18,,,76.46,,,,,,,,,,,,,,,
1542,"6321 Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur (Un-Aided)",632119110,Civil Engineering,62.58,,,,78.58,,,,,,,,,,,,,,,,,,
1543,"6321 Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur (Un-Aided)",632124210,Computer Science and Engineering,81.77,77.14,72.29,81.14,81.94,,81.43,80.69,,,75.26,,,,,,,,,,,,
1544,"6321 Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur (Un-Aided)",632129310,Electrical Engineering,65.24,64.72,,,67.03,,,58.47,,58.97,,,,,,,,,,,,,
1545,"6321 Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur (Un-Aided)",632137210,Electronics and Telecommunication Engg,70.57,66.47,,69.49,74.97,,68.29,,,,64.59,,,,69.24,,,,,,,,
1546,"6321 Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur (Un-Aided)",632161210,Mechanical Engineering,66.71,,,,,,,,,,,,,,,,,,,,,,
1547,"6321 Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur (Un-Aided)",632199510,Artificial Intelligence and Data Science,75.20,,,71.94,77.03,,75.66,77.77,,74.23,64.74,71.89,,,73.37,,,,,,,,
1548,"6322 Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi (Un-Aided)",632224510,Computer Engineering,79.89,77.35,73.94,78.34,81.71,,80.17,80.06,,,75.71,,,,,,,,,,,,
1549,"6322 Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi (Un-Aided)",632237210,Electronics and Telecommunication Engg,77.00,71.71,,73.14,76.24,,74.18,83.00,,,,,,,,,,,73.47,,,,
1550,"6322 Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi (Un-Aided)",632261210,Mechanical Engineering,74.97,64.24,,62.55,61.18,,,66.36,60.84,,,,,,,,,,,,,,
1551,"6324 Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor (Un-Aided)",632419110,Civil Engineering,66.91,61.89,,,72.32,,,,,,71.53,,,,,,,,,,,,
1552,"6324 Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor (Un-Aided)",632424510,Computer Engineering,81.89,79.07,,80.19,82.91,,79.66,82.34,,75.54,,,,,,,,,78.69,,,,
1553,"6324 Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor (Un-Aided)",632437210,Electronics and Telecommunication Engg,76.51,67.09,,73.83,81.33,,75.00,75.82,,,71.94,71.18,,,,,,,,,,,
1554,"6324 Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor (Un-Aided)",632461210,Mechanical Engineering,71.41,68.35,,64.42,76.00,,,70.91,,,,61.00,,,,,,,68.12,,,,
1555,"6325 Alard Charitable Trust's Alard College of Engineering and Management, Pune (Un-Aided Linguistic Minority - Hindi)",632519110,Civil Engineering,58.93,,,,,,,,,,,,,,,,,,,,,,
1556,"6325 Alard Charitable Trust's Alard College of Engineering and Management, Pune (Un-Aided Linguistic Minority - Hindi)",632524510,Computer Engineering,85.09,,,,,,,,,,,,,,,,,,,68.74,,,
1557,"6325 Alard Charitable Trust's Alard College of Engineering and Management, Pune (Un-Aided Linguistic Minority - Hindi)",632529310,Electrical Engineering,83.94,,,,88.78,,,,,,,,,,,,,,,,,,
1558,"6325 Alard Charitable Trust's Alard College of Engineering and Management, Pune (Un-Aided Linguistic Minority - Hindi)",632537210,Electronics and Telecommunication Engg,80.00,,,,87.82,,,,,,,,,,,,,,,,,,
1559,"6325 Alard Charitable Trust's Alard College of Engineering and Management, Pune (Un-Aided Linguistic Minority - Hindi)",632561210,Mechanical Engineering,68.85,,,,60.87,,,,,,,,,,,,,,,,,,
1560,"6325 Alard Charitable Trust's Alard College of Engineering and Management, Pune (Un-Aided Linguistic Minority - Hindi)",632592110,Artificial Intelligence and Machine Learning,82.40,,,,,,,,,,,,,,,,,,,,,,
1561,"6326 Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur (Un-Aided)",632619110,Civil Engineering,55.11,,,,70.46,,,,,,,,,,,,,,,,,,
1562,"6326 Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur (Un-Aided)",632624210,Computer Science and Engineering,82.74,75.60,,77.49,84.00,,78.80,83.75,,,,80.11,,,,,,,,,,,
1563,"6326 Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur (Un-Aided)",632637210,Electronics and Telecommunication Engg,76.00,,,73.82,79.18,,74.18,77.50,,,,71.88,,,,,,,,,,,
1564,"6326 Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur (Un-Aided)",632661210,Mechanical Engineering,73.78,65.35,,,75.23,,,,,,,,,,,,,,,,,,
1565,"6419 Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune (Un-Aided)",641924210,Computer Science and Engineering,84.36,78.19,,83.09,84.38,,81.66,84.46,,76.17,78.17,82.56,,,,,,75.43,,,,,
1566,"6419 Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune (Un-Aided)",641937010,Electronics and Communication Engineering,90.06,,70.41,77.06,,,78.71,88.88,,,74.97,,,,,,,,,,,,
1567,"6419 Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune (Un-Aided)",641961210,Mechanical Engineering,76.56,63.29,76.10,69.59,60.00,,,74.97,,67.64,,68.71,,,,,,,73.79,,,,
1568,"6419 Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune (Un-Aided)",641991310,Computer Science and Engineering (Artificial Intelligence),83.94,79.54,,81.94,84.29,,,84.67,,,,,,,,,,,,,,,
1569,"6466 Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad (Un-Aided)",646619110,Civil Engineering,69.16,,,,77.68,,,,,,,,,,,,,,,,,,
1570,"6466 Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad (Un-Aided)",646624210,Computer Science and Engineering,79.71,66.82,69.41,74.97,82.00,,75.03,81.71,,,66.86,,,,,,,,,,,,
1571,"6466 Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad (Un-Aided)",646629310,Electrical Engineering,60.91,56.33,,,65.44,,,75.11,,,,,,,,,,,,,,,
1572,"6466 Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad (Un-Aided)",646661210,Mechanical Engineering,58.26,,,,,,,,,,,,,,,,,,,,,,
1573,"6545 Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara. (Un-Aided)",654519110,Civil Engineering,63.58,,,,76.53,,,63.33,,,,,,,,,,,,,,,
1574,"6545 Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara. (Un-Aided)",654524210,Computer Science and Engineering,78.97,71.09,,72.57,78.44,,75.00,79.37,,76.86,70.97,,,,,,,,,,,,
1575,"6545 Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara. (Un-Aided)",654529310,Electrical Engineering,78.06,,,75.00,78.24,,,81.47,,,,,,,,,,,,,,,
1576,"6545 Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara. (Un-Aided)",654537210,Electronics and Telecommunication Engg,82.24,,76.29,,82.82,,,,,,,,,,,,,,,,,,
1577,"6545 Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara. (Un-Aided)",654561210,Mechanical Engineering,60.31,,,,70.41,,,73.94,,,,,,,,,,,,,,,
1578,"6609 Jaihind College Of Engineering,Kuran (Un-Aided)",660919110,Civil Engineering,52.24,,,,75.47,,,68.58,,,,,,,,,,,,,,,
1579,"6609 Jaihind College Of Engineering,Kuran (Un-Aided)",660924510,Computer Engineering,83.26,76.44,82.40,81.14,89.94,,,84.23,,,78.86,74.53,,,,,,,,,,,
1580,"6609 Jaihind College Of Engineering,Kuran (Un-Aided)",660926310,Artificial Intelligence (AI) and Data Science,81.54,75.54,,81.09,,,81.75,79.77,69.83,,,,,,,,,,,,,,
1581,"6609 Jaihind College Of Engineering,Kuran (Un-Aided)",660937210,Electronics and Telecommunication Engg,76.40,74.29,,75.65,76.82,,75.49,76.88,,,72.06,,,,,,,,73.94,,,,
1582,"6609 Jaihind College Of Engineering,Kuran (Un-Aided)",660961210,Mechanical Engineering,70.31,,,68.87,70.62,,,79.85,,,,,,,,,,,,,,,
1583,6622 ISBM College Of Engineering Pune (Un-Aided Linguistic Minority - Hindi),662224510,Computer Engineering,84.00,,,,84.46,,,,,,,,,,,,,,,68.69,,,
1584,6622 ISBM College Of Engineering Pune (Un-Aided Linguistic Minority - Hindi),662237210,Electronics and Telecommunication Engg,81.37,,,,78.63,,,,,,,,,,,,,,,66.88,,,
1585,6622 ISBM College Of Engineering Pune (Un-Aided Linguistic Minority - Hindi),662261210,Mechanical Engineering,73.41,,,,69.69,,,,,,,,,,,,,,,77.47,,,
1586,6622 ISBM College Of Engineering Pune (Un-Aided Linguistic Minority - Hindi),662292110,Artificial Intelligence and Machine Learning,82.40,,,,81.67,,,,,,,,,,,,,,,,,,
1587,6622 ISBM College Of Engineering Pune (Un-Aided Linguistic Minority - Hindi),662299510,Artificial Intelligence and Data Science,82.38,,,,84.00,,,,,,,,,,,,,,,,,,
1588,"6625 Universal College of Engineering & Research, Sasewadi (Un-Aided)",662519110,Civil Engineering,64.00,,,,61.45,,,76.93,,,,,,,,,,,,,,,
1589,"6625 Universal College of Engineering & Research, Sasewadi (Un-Aided)",662524510,Computer Engineering,82.51,82.36,,80.86,82.75,,,82.17,,,,,,,,,,,,,,,
1590,"6625 Universal College of Engineering & Research, Sasewadi (Un-Aided)",662529310,Electrical Engineering,84.89,72.28,72.83,78.44,85.78,,76.85,78.83,,,73.83,,,,69.94,,,,,,,,
1591,"6625 Universal College of Engineering & Research, Sasewadi (Un-Aided)",662561210,Mechanical Engineering,72.57,,,62.85,78.36,,,71.79,,,,60.71,,,,,,,,,,,
1592,"6628 Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune (Un-Aided)",662819110,Civil Engineering,60.11,,,,,,,,,,,,,,,,,,,,,,
1593,"6628 Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune (Un-Aided)",662824510,Computer Engineering,78.57,76.29,,77.94,81.26,,79.31,78.91,,,76.46,78.00,,,,,,74.97,74.97,,,,
1594,"6628 Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune (Un-Aided)",662824610,Information Technology,77.38,75.60,76.46,76.50,77.63,,76.25,78.34,,,75.14,76.29,,,,,,,73.71,,,,
1595,"6628 Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune (Un-Aided)",662829310,Electrical Engineering,71.17,54.24,68.00,56.00,67.17,,,70.59,,,,68.35,,,,,,,70.56,,,,
1596,"6628 Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune (Un-Aided)",662861210,Mechanical Engineering,55.82,51.35,,,64.71,,,,,,,,,,,,,,,,,,
1597,"6628 Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune (Un-Aided)",662884410,Electronics and Computer Engineering,74.18,,,71.71,71.94,,,75.49,,,,,,,65.25,,,,,,,,
1598,6632 Navsahyadri Education Society's Group of Institutions (Un-Aided),663219110,Civil Engineering,69.32,66.48,67.56,67.39,68.11,,,,,,,,,,,,,,,,,,
1599,6632 Navsahyadri Education Society's Group of Institutions (Un-Aided),663224510,Computer Engineering,89.54,78.34,,81.38,82.57,,81.43,82.95,,75.66,80.00,77.49,,,,,,,,,,,
1600,6632 Navsahyadri Education Society's Group of Institutions (Un-Aided),663229310,Electrical Engineering,78.39,72.56,70.39,77.83,77.84,,66.24,,,,,,,,,,,,,,,,
1601,6632 Navsahyadri Education Society's Group of Institutions (Un-Aided),663237210,Electronics and Telecommunication Engg,80.06,,,,80.24,,75.49,,,,,,,,,,,,,,,,
1602,6632 Navsahyadri Education Society's Group of Institutions (Un-Aided),663261210,Mechanical Engineering,66.29,,,59.29,71.54,,,83.13,,,,,,,,,,,,,,,
1603,6632 Navsahyadri Education Society's Group of Institutions (Un-Aided),663292110,Artificial Intelligence and Machine Learning,79.81,,77.38,79.43,79.71,,,80.85,,,72.91,74.11,,,,,,,,,,,
1604,"6634 KJEI's Trinity Academy of Engineering, Yewalewadi, Pune (Un-Aided)",663419110,Civil Engineering,66.74,,,,66.26,,,,,,,,,,,,,,,,,,
1605,"6634 KJEI's Trinity Academy of Engineering, Yewalewadi, Pune (Un-Aided)",663424510,Computer Engineering,85.54,81.89,,84.11,84.23,,,88.23,,,,,,,,79.94,,,,,,,
1606,"6634 KJEI's Trinity Academy of Engineering, Yewalewadi, Pune (Un-Aided)",663424610,Information Technology,84.00,79.94,,,84.71,,83.56,84.34,,,,79.71,,,,,,,,,,,
1607,"6634 KJEI's Trinity Academy of Engineering, Yewalewadi, Pune (Un-Aided)",663437210,Electronics and Telecommunication Engg,79.18,74.97,75.00,78.24,78.18,,77.66,77.41,,,73.66,75.24,,,,,,,,,,,
1608,"6634 KJEI's Trinity Academy of Engineering, Yewalewadi, Pune (Un-Aided)",663461210,Mechanical Engineering,59.34,,,,,,,62.72,,,,,,,,,,,,,,,
1609,"6635 Samarth Group of Institutions, Bangarwadi, Post Belhe Tal. Junnar Dist. Pune (Un-Aided)",663519110,Civil Engineering,56.00,,,,68.84,,,73.47,,,,,,,,,,,,,,,
1610,"6635 Samarth Group of Institutions, Bangarwadi, Post Belhe Tal. Junnar Dist. Pune (Un-Aided)",663524510,Computer Engineering,82.46,78.06,79.25,80.17,83.77,,79.54,84.40,,,,,,,,,,,,,,,
