,College Name,Choice Code :,Course Name :,GOPEN,GSC,GNTB,GOBC,LOPEN,LST,LOBC,EWS,GST,GNTA,LSC,GNTC,LNTA,PWD-O,LNTC,LNTD,DEF-O,LNTB,GNTD,MI,PWDR-SC,PWDR-OBC,DEFR-OBC
485,"3215 Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai (Un-Aided Autonomous)",321524510,Computer Engineering,96.07,92.83,,95.67,95.90,,94.07,93.75,82.55,92.40,90.00,90.93,,83.14,,,89.18,,,,,,
486,"3215 Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai (Un-Aided Autonomous)",321537210,Electronics and Telecommunication Engg,89.83,84.73,,88.65,88.44,,88.11,84.94,,77.26,87.20,,,77.74,76.35,,,,,,,,
487,"3215 Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai (Un-Aided Autonomous)",321591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),94.58,90.80,,92.83,92.27,,92.17,92.80,,,,,,,,,,,,,,,
488,"3215 Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai (Un-Aided Autonomous)",321591210,Computer Science and Engineering(Data Science),94.33,90.50,,93.54,92.40,,90.40,92.06,,,,,,,,,,,,,,,
489,"3216 Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri (Un-Aided)",321619110,Civil Engineering,68.37,,,,70.32,,68.79,64.47,,,,,,,,,,,,,,,
490,"3216 Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri (Un-Aided)",321624510,Computer Engineering,78.69,77.30,,77.37,79.30,,74.22,78.11,,,,,,,,,,,,,,,
491,"3216 Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri (Un-Aided)",321637210,Electronics and Telecommunication Engg,76.53,,,,70.12,,68.24,66.81,,,,,,,,,,,,,,,
492,"3216 Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri (Un-Aided)",321650710,Chemical Engineering,54.06,,,,64.42,,,67.44,,,,,,,,,,,,,,,
493,"3216 Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri (Un-Aided)",321661210,Mechanical Engineering,66.10,,,61.85,,,,,,,,,,,,,,,,,,,
494,"3216 Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri (Un-Aided)",321691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),75.77,68.80,,75.26,75.26,,,75.26,,72.57,,,,,,,,,,,,,
495,"3217 Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane (Un-Aided)",321719110,Civil Engineering,71.47,63.37,69.42,65.74,68.58,,,85.89,,,,,,,,,,,,,,,
496,"3217 Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane (Un-Aided)",321724510,Computer Engineering,80.06,74.97,67.37,,81.06,,78.91,77.67,,,,,,,,,,,,,,,
497,"3217 Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane (Un-Aided)",321737210,Electronics and Telecommunication Engg,68.00,66.29,,,67.50,,,68.00,,,66.29,,,,,,,,,,,,
498,"3217 Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane (Un-Aided)",321761210,Mechanical Engineering,68.26,60.35,,64.26,75.33,,,65.95,,,,,,,,,,,,,,,
499,"3217 Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane (Un-Aided)",321791610,Automation and Robotics,46.59,,,,89.89,,,66.97,,,,,,,,,,,,,,,
500,"3218 Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar (Un-Aided Religious Minority - Christian)",321819110,Civil Engineering,46.93,,,,63.28,,,,,,,,,,,,,,,,,,
501,"3218 Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar (Un-Aided Religious Minority - Christian)",321824510,Computer Engineering,80.80,,,,80.29,,,,,,,,,,,,,,,,,,
502,"3218 Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar (Un-Aided Religious Minority - Christian)",321824610,Information Technology,79.75,,,,80.06,,,,,,,,,,,,,,,,,,
503,"3218 Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar (Un-Aided Religious Minority - Christian)",321837210,Electronics and Telecommunication Engg,63.95,,,,70.41,,,,,,,,,,,,,,,,,,
504,"3218 Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar (Un-Aided Religious Minority - Christian)",321861210,Mechanical Engineering,64.82,,,,,,,,,,,,,,,,,,,,,,
505,"3218 Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar (Un-Aided Religious Minority - Christian)",321890010,Electronics and Computer Science,72.23,,,,70.35,,,,,,,,,,,,,,,,,,
506,"3218 Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar (Un-Aided Religious Minority - Christian)",321891210,Computer Science and Engineering(Data Science),,,,,78.33,,,,,,,,,,,,,,,70.40,,,
507,"3218 Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar (Un-Aided Religious Minority - Christian)",321892110,Artificial Intelligence and Machine Learning,,,,,77.89,,,,,,,,,,,,,,,,,,
508,"3219 Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur (Un-Aided Linguistic Minority - Hindi)",321919110,Civil Engineering,51.09,,,,57.97,,,,,,,,,,,,,,,,,,
509,"3219 Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur (Un-Aided Linguistic Minority - Hindi)",321924510,Computer Engineering,76.91,,,,78.23,,,,,,,,,,,,,,,67.66,,,
510,"3219 Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur (Un-Aided Linguistic Minority - Hindi)",321924610,Information Technology,76.06,,,,,,,,,,,,,,,,,,,72.75,,,
511,"3219 Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur (Un-Aided Linguistic Minority - Hindi)",321929310,Electrical Engineering,71.20,,,,62.00,,,,,,,,,,,,,,,,,,
512,"3219 Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur (Un-Aided Linguistic Minority - Hindi)",321937210,Electronics and Telecommunication Engg,68.18,,,,70.85,,,,,,,,,,,,,,,,,,
513,"3219 Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur (Un-Aided Linguistic Minority - Hindi)",321961210,Mechanical Engineering,70.05,,,,67.63,,,,,,,,,,,,,,,,,,
514,"3219 Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur (Un-Aided Linguistic Minority - Hindi)",321991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),76.86,,,,,,,,,,,,,,,,,,,,,,
515,3220 Yadavrao Tasgaonkar College of Engineering & Management (Un-Aided),322019110,Civil Engineering,57.75,,,,75.53,,,60.30,,,,,,,,,,,,,,,
516,3220 Yadavrao Tasgaonkar College of Engineering & Management (Un-Aided),322024510,Computer Engineering,72.74,67.31,,70.11,72.06,,67.26,74.00,,,,,,,,,,,69.49,,,,
517,3220 Yadavrao Tasgaonkar College of Engineering & Management (Un-Aided),322024610,Information Technology,70.75,63.00,,66.91,67.54,,,71.12,,,,,,,,,,,,,,,
518,3220 Yadavrao Tasgaonkar College of Engineering & Management (Un-Aided),322037210,Electronics and Telecommunication Engg,56.71,,,,63.39,,,68.46,,,,,,,,,,,,,,,
519,3220 Yadavrao Tasgaonkar College of Engineering & Management (Un-Aided),322061210,Mechanical Engineering,52.51,,,,,,,,,,,,,,,,,,,,,,
520,"3221 Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",322119110,Civil Engineering,61.32,,,,63.59,,,79.89,,,,,,,,,,,,,,,
521,"3221 Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",322124510,Computer Engineering,82.06,78.83,,81.89,83.33,,78.97,78.23,70.97,,,,,,,,,75.14,,,,,
522,"3221 Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",322129310,Electrical Engineering,60.61,,,58.00,80.39,,,65.78,,,,,,71.87,,,,,,,,,
523,"3221 Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",322137210,Electronics and Telecommunication Engg,55.06,,,,62.06,,,,,,,,,,,,,,,,,,
524,"3221 Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",322161210,Mechanical Engineering,56.33,,,,72.64,,,63.79,,,,,,,,,,,,,,,
525,"3221 Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",322191110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),80.58,69.14,,77.20,,,73.60,76.80,,,,,,,,,,,,,,,
526,"3222 Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",322219110,Civil Engineering,66.95,,,,,,,,,,,,,,,,,,,,,,
527,"3222 Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",322224510,Computer Engineering,76.46,,,,78.46,,,,,,,,,,,,,,,70.51,,,
528,"3222 Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",322224610,Information Technology,76.00,,,,75.43,,,,,,,,,,,,,,,68.06,,,
529,"3222 Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",322229310,Electrical Engineering,61.50,,,,,,,,,,,,,,,,,,,88.33,,,
530,"3222 Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",322260210,Automobile Engineering,67.51,,,,,,,,,,,,,,,,,,,,,,
531,"3222 Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",322261210,Mechanical Engineering,69.44,,,,,,,,,,,,,,,,,,,,,,
532,"3222 Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",322291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),70.46,,,,66.57,,,,,,,,,,,,,,,61.66,,,
533,"3223 Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",322319110,Civil Engineering,50.79,,,,80.53,,,,,,,,,,,,,,,,,,
534,"3223 Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",322324510,Computer Engineering,82.57,,,,82.63,,,,,,,,,,,,,,,72.40,,,
535,"3223 Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",322324610,Information Technology,82.00,,,,81.90,,,,,,,,,,,,,,,,,,
536,"3223 Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",322329310,Electrical Engineering,67.83,,,,67.18,,,,,,,,,,,,,,,,,,
537,"3223 Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",322361210,Mechanical Engineering,61.79,,,,61.12,,,,,,,,,,,,,,,,,,
538,"3223 Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",322390010,Electronics and Computer Science,76.34,,,,77.09,,,,,,,,,,,,,,,,,,
539,"3224 Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat (Un-Aided)",322419110,Civil Engineering,43.94,,,,,,,67.63,,,,,,,,,,,,,,,
540,"3224 Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat (Un-Aided)",322424510,Computer Engineering,75.03,69.71,,70.46,71.83,,68.86,73.94,,,60.00,,,,,,,,,,,,
541,"3224 Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat (Un-Aided)",322461210,Mechanical Engineering,57.12,,,,,,,,,,,,,,,,,,,,,,
542,"3224 Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat (Un-Aided)",322491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),71.64,67.03,,63.83,64.81,,,67.81,,,,,,,,,,,,,,,
543,"3224 Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat (Un-Aided)",322492010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),67.37,59.03,,63.09,68.93,,,70.00,,,,,,,,,,,,,,,
544,"3351 Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",335119110,Civil Engineering,58.97,,,,60.73,,,67.95,,,,,,,,,,,,,,,
545,"3351 Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",335124510,Computer Engineering,78.23,72.91,,76.80,,,76.86,77.06,76.29,,,,,,,,,,,,,,
546,"3351 Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",335161210,Mechanical Engineering,56.12,,,,,,,,,,,,,,,,,,,,,,
547,"3351 Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",335191110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),76.30,72.81,,75.00,69.19,,,70.42,,,,,,,68.51,,,,,,,,
548,"3353 Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",335319110,Civil Engineering,56.79,,,,,,,,,,,,,,,,,,,,,,
549,"3353 Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",335324510,Computer Engineering,70.57,61.14,,58.46,68.63,,62.82,62.57,,,68.40,,,,,,,,,,,,
550,"3353 Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",335329310,Electrical Engineering,56.30,,,,71.39,,,62.72,,,,,,,,,,,,,,,
551,"3353 Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",335361210,Mechanical Engineering,65.69,,,,,,,,,,,,,,,,,,,,,,
552,"3353 Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",335392110,Artificial Intelligence and Machine Learning,68.96,,,67.26,66.11,,,66.25,,,,,,,,,,,,,,,
553,"3423 Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",342319110,Civil Engineering,70.47,,,,,,,,,,,,,,,,,,,64.95,,,
554,"3423 Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",342324510,Computer Engineering,84.38,,,,82.67,,,,,,,,,,,,,,,79.03,,,
555,"3423 Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",342324610,Information Technology,83.20,,,,82.06,,,,,,,,,,,,,,,77.83,,,
556,"3423 Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",342337210,Electronics and Telecommunication Engg,75.24,,,,65.54,,,,,,,,,,,,,,,64.19,,,
557,"3423 Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",342361210,Mechanical Engineering,60.51,,,,,,,,,,,,,,,,,,,,,,
558,"3423 Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",342390010,Electronics and Computer Science,76.92,,,,80.29,,,,,,,,,,,,,,,65.03,,,
559,"3436 B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",343619110,Civil Engineering,52.21,,,,,,,,,,,,,,,,,,,,,,
560,"3436 B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",343624510,Computer Engineering,75.00,71.49,,72.46,74.97,,73.66,76.17,,,72.69,,,,,,,,,,,,
561,"3436 B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",343629310,Electrical Engineering,65.17,58.36,,54.00,66.61,,,,,,,,,,,,,,,,,,
562,"3436 B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",343661210,Mechanical Engineering,60.40,,,,50.63,,,,,,,,,,,,,,,,,,
563,"3439 Anjuman-I-Islam's Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",343919110,Civil Engineering,73.95,,,,71.63,,,,,,,,,,,,,,,66.32,,,
564,"3439 Anjuman-I-Islam's Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",343924510,Computer Engineering,82.11,,,,,,,,,,,,,,,,,,,82.17,,,
565,"3439 Anjuman-I-Islam's Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",343929310,Electrical Engineering,60.30,,,,,,,,,,,,,,,,,,,58.06,,,
566,"3439 Anjuman-I-Islam's Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",343961210,Mechanical Engineering,69.89,,,,,,,,,,,,,,,,,,,66.05,,,
567,"3439 Anjuman-I-Islam's Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",343990010,Electronics and Computer Science,73.03,,,,,,,,,,,,,,,,,,,73.94,,,
568,"3440 Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",344019110,Civil Engineering,49.69,,,,74.21,,,75.37,,,,,,,,,,,,,,,
569,"3440 Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",344024510,Computer Engineering,75.60,66.06,,65.60,78.46,,,92.06,,,,,,,68.80,,,,,,,,
570,"3440 Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",344037210,Electronics and Telecommunication Engg,58.06,,,,55.84,,,71.24,,,,,,,,,,,,,,,
571,"3440 Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",344061210,Mechanical Engineering,59.13,,,,,,,66.21,,,,,,,,,,,,,,,
572,"3445 Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",344519110,Civil Engineering,47.27,,,,70.74,,,,,,,,,,,,,,,,,,
573,"3445 Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",344524510,Computer Engineering,73.69,70.17,,72.57,75.19,,74.97,77.69,69.83,,75.00,,,,,,,,,,,,
574,"3445 Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",344537210,Electronics and Telecommunication Engg,73.18,,72.18,,63.44,,,61.66,,,,,,,,,,,,,,,
575,"3445 Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",344561210,Mechanical Engineering,61.22,,,,59.18,,,,,,,,,,,,,,,,,,
576,"3447 G.M.Vedak Institute of Technology, Tala, Raigad. (Un-Aided)",344719110,Civil Engineering,69.11,,68.79,63.95,57.21,,,68.74,,60.84,,,,,,,,,,,,,
577,"3447 G.M.Vedak Institute of Technology, Tala, Raigad. (Un-Aided)",344724510,Computer Engineering,75.94,63.26,,72.69,75.44,,71.50,82.00,,,,,,,,,,,,,,,
578,"3447 G.M.Vedak Institute of Technology, Tala, Raigad. (Un-Aided)",344761210,Mechanical Engineering,77.54,,,66.72,80.56,,,72.51,65.23,,,62.67,,,,,,,,,,,
579,"3460 Universal College of Engineering,Kaman Dist. Palghar (Un-Aided Linguistic Minority - Gujarathi)",346019110,Civil Engineering,61.24,,,,,,,,,,,,,,,,,,,68.11,,,
580,"3460 Universal College of Engineering,Kaman Dist. Palghar (Un-Aided Linguistic Minority - Gujarathi)",346024510,Computer Engineering,81.71,,,,82.06,,,,,,,,,,,,,,,63.60,,,
581,"3460 Universal College of Engineering,Kaman Dist. Palghar (Un-Aided Linguistic Minority - Gujarathi)",346024610,Information Technology,81.66,,,,80.74,,,,,,,,,,,,,,,67.20,,,
582,"3460 Universal College of Engineering,Kaman Dist. Palghar (Un-Aided Linguistic Minority - Gujarathi)",346092110,Artificial Intelligence and Machine Learning,79.74,,,,75.43,,,,,,,,,,,,,,,,,,
583,"3460 Universal College of Engineering,Kaman Dist. Palghar (Un-Aided Linguistic Minority - Gujarathi)",346092410,Data Engineering,73.11,,,,67.09,,,,,,,,,,,,,,,67.89,,,
584,"3462 VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri. (Un-Aided)",346219110,Civil Engineering,62.48,,,,62.00,,,,,,,,,,,,,,,,,,
585,"3462 VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri. (Un-Aided)",346229310,Electrical Engineering,69.89,61.52,,67.56,74.50,,,70.78,,,,,,,,,,,,,,,
